ID	baseMean	log2FoldChange	padj	Label	Level
BTN3A3	723.6	0.7	8.908e-06	-	NoDiff
TNFAIP6	316.3	2.4	8.908e-06	-	treat_UP
GNG10	890.4	-0.4	9.02e-06	-	NoDiff
GPR153	620	0.8	9.362e-06	-	NoDiff
NCKAP5	113	2.2	9.613e-06	-	treat_UP
TSC22D1-AS1	97	-0.9	9.613e-06	-	NoDiff
PDE5A	7411.6	1.1	9.648e-06	-	treat_UP
NT5DC1	515.1	0.7	1.022e-05	-	NoDiff
AOX1	4411.7	-1.4	1.029e-05	-	treat_DW
SLC35C1	739	-0.7	1.029e-05	-	NoDiff
PIFO	78.2	1.3	1.042e-05	-	treat_UP
TMEM35A	782.7	1.6	1.089e-05	-	treat_UP
GRIK1-AS1	12.2	-3.1	1.12e-05	-	treat_DW
ST8SIA1	202.9	1.4	1.158e-05	-	treat_UP
TXNDC11	721.1	-0.5	1.166e-05	-	NoDiff
MEST	949.7	2	1.173e-05	-	treat_UP
ANKRD13A	6697	-0.6	1.186e-05	-	NoDiff
CDC14B	2326.7	-0.8	1.222e-05	-	NoDiff
ANKMY2	340.8	0.6	1.222e-05	-	NoDiff
EVA1C	129.8	-1.4	1.222e-05	-	treat_DW
C20orf96	110	1	1.222e-05	-	treat_UP
PLB1	105.1	-1.9	1.238e-05	-	treat_DW
RPS6KA2	11121.9	-0.9	1.28e-05	-	NoDiff
TSPAN11	262.8	1.5	1.341e-05	-	treat_UP
AC092683.1	365.7	0.7	1.341e-05	-	NoDiff
IGF2BP2	2467.1	-0.8	1.356e-05	-	NoDiff
RRP9	201.4	-0.9	1.38e-05	-	NoDiff
AC007620.2	170.4	-0.9	1.399e-05	-	NoDiff
ATP1A1	6519.7	-0.4	1.408e-05	-	NoDiff
HSPB3	81.8	-2.3	1.435e-05	-	treat_DW
HSPA4L	633.6	1.3	1.437e-05	-	treat_UP
CIDEC	19.5	-3.4	1.443e-05	-	treat_DW
AHCTF1	1855.9	-1.2	1.453e-05	-	treat_DW
AC098847.1	73	-1.5	1.461e-05	-	treat_DW
TUBE1	268.1	0.7	1.469e-05	-	NoDiff
SRM	1245	-0.7	1.475e-05	-	NoDiff
AC097534.2	135.7	-1.1	1.475e-05	-	treat_DW
DGLUCY	534.9	0.8	1.544e-05	-	NoDiff
RAB31	3776.8	-0.9	1.648e-05	-	NoDiff
ST6GALNAC6	3392.6	-0.4	1.65e-05	-	NoDiff
UAP1	1584.7	-0.6	1.683e-05	-	NoDiff
FERMT2	3844.1	-0.6	1.712e-05	-	NoDiff
VSTM4	2300.8	-0.6	1.712e-05	-	NoDiff
AC092807.3	57.2	-1.8	1.716e-05	-	treat_DW
ARHGDIA	4518.3	-0.4	1.745e-05	-	NoDiff
TASP1	134.6	-0.7	1.769e-05	-	NoDiff
SDC1	419.1	1	1.777e-05	-	treat_UP
FIBIN	2416.7	-1.2	1.807e-05	-	treat_DW
LGR4	389.3	1.1	1.892e-05	-	treat_UP
YPEL4	169.7	1.3	1.939e-05	-	treat_UP
TRO	652.6	0.7	1.955e-05	-	NoDiff
TMCC2	143.8	1	1.955e-05	-	treat_UP
MTMR14	595.3	-0.5	1.955e-05	-	NoDiff
ANKRD36B	153.8	0.8	1.955e-05	-	NoDiff
STAT5A	800.7	-0.7	1.967e-05	-	NoDiff
TEAD2	557.4	0.7	1.97e-05	-	NoDiff
SYDE1	1383.4	-0.5	2.007e-05	-	NoDiff
SLC2A12	1009.8	0.8	2.036e-05	-	NoDiff
SCARA3	2106.7	0.5	2.036e-05	-	NoDiff
TNFSF13B	58.6	1.3	2.062e-05	-	treat_UP
FBXO32	3711.9	-1.1	2.062e-05	-	treat_DW
TUBB3	521.1	1.4	2.062e-05	-	treat_UP
UBE2J1	1405.2	-0.4	2.172e-05	-	NoDiff
USP31	299.1	-0.6	2.201e-05	-	NoDiff
NEXN-AS1	50.6	-1.2	2.22e-05	-	treat_DW
PHGDH	1253.2	1.4	2.233e-05	-	treat_UP
LRCH2	370.7	-0.7	2.32e-05	-	NoDiff
ANG	183.6	-1	2.324e-05	-	treat_DW
BTN3A1	689	0.8	2.416e-05	-	NoDiff
PRKD1	772.2	-0.6	2.437e-05	-	NoDiff
EDA2R	1086.2	0.9	2.476e-05	-	NoDiff
ANGPTL1	244.1	-2.1	2.486e-05	-	treat_DW
RANBP3	1536.6	0.6	2.528e-05	-	NoDiff
HSP90AB1	10518.4	0.3	2.54e-05	-	NoDiff
ADCY4	108	1.3	2.598e-05	-	treat_UP
ZNF561	612	0.7	2.644e-05	-	NoDiff
TGIF1	1005.3	-0.9	2.67e-05	-	NoDiff
FAM107B	2300.5	1.1	2.69e-05	-	treat_UP
BRIX1	495.4	-0.9	2.734e-05	-	NoDiff
MXRA5	4722	1.3	2.761e-05	-	treat_UP
CLIC4	17421.7	-0.8	2.814e-05	-	NoDiff
ZNF79	133.4	0.7	2.828e-05	-	NoDiff
ACTB	86230.1	-0.9	2.944e-05	-	NoDiff
PKDCC	1553.8	-1.5	2.952e-05	-	treat_DW
ARL4C	1222.6	0.7	2.996e-05	-	NoDiff
IFT88	222.4	0.6	2.999e-05	-	NoDiff
SLC16A2	1298.3	0.4	3.018e-05	-	NoDiff
MAP3K5	1538.1	-0.7	3.113e-05	-	NoDiff
MYL12A	5352	-0.8	3.205e-05	-	NoDiff
CBX1	1457.3	0.4	3.237e-05	-	NoDiff
NECTIN1	152.2	1	3.276e-05	-	treat_UP
MOB3B	52.7	-2	3.276e-05	-	treat_DW
SALL2	384.3	0.7	3.311e-05	-	NoDiff
DCHS1	2050	0.6	3.446e-05	-	NoDiff
DTNA	317.7	0.9	3.493e-05	-	NoDiff
ABHD10	329.9	0.6	3.504e-05	-	NoDiff
MEX3A	49.6	1.9	3.784e-05	-	treat_UP
CDC42EP3	1501.8	-1.3	3.786e-05	-	treat_DW
ARMCX6	608.5	0.6	3.792e-05	-	NoDiff
GNPDA1	1583.6	0.6	3.811e-05	-	NoDiff
KLHL13	411.4	0.9	3.849e-05	-	NoDiff
SEH1L	385.9	-0.7	3.849e-05	-	NoDiff
RND3	17523.4	0.7	4.004e-05	-	NoDiff
SRPX	4339.7	-0.9	4.034e-05	-	NoDiff
PDCD4	2679.6	0.6	4.079e-05	-	NoDiff
HMOX1	2399	1.3	4.084e-05	-	treat_UP
SH3RF3	795	-0.9	4.084e-05	-	NoDiff
CNN2	9659.1	-0.7	4.097e-05	-	NoDiff
SGCD	2100.5	1.1	4.23e-05	-	treat_UP
ISCA1	731	-0.5	4.36e-05	-	NoDiff
PPIAP39	39.9	-2.4	4.378e-05	-	treat_DW
KCNQ3	19.4	-3	4.397e-05	-	treat_DW
RPLP0P2	28.1	2.1	4.414e-05	-	treat_UP
B4GALT1	3239.2	0.5	4.425e-05	-	NoDiff
CCDC71L	1076	-1	4.465e-05	-	treat_DW
MAPRE2	687.5	0.7	4.502e-05	-	NoDiff
PLPP3	25683.9	0.9	4.551e-05	-	NoDiff
CXXC5	671	0.6	4.605e-05	-	NoDiff
RELL1	152.1	-1	4.702e-05	-	treat_DW
TCEAL9	2804	-0.6	4.702e-05	-	NoDiff
SCD	1416.5	1.9	4.927e-05	-	treat_UP
NBPF11	419.5	0.4	4.942e-05	-	NoDiff
COL4A4	207.2	-2	4.994e-05	-	treat_DW
UBE2E3	1499.8	0.4	5.059e-05	-	NoDiff
SCN1B	112.2	1.2	5.132e-05	-	treat_UP
NRP2	2011.9	-0.9	5.132e-05	-	NoDiff
TNFSF15	29.6	2.1	5.425e-05	-	treat_UP
DMPK	1938.3	-0.8	5.456e-05	-	NoDiff
ZNF821	83.7	1.2	5.573e-05	-	treat_UP
MPLKIP	333.5	-0.7	5.579e-05	-	NoDiff
COL11A1	355.6	-2.3	5.593e-05	-	treat_DW
BEND6	299.2	0.6	5.596e-05	-	NoDiff
FADS3	1839.3	-0.9	5.665e-05	-	NoDiff
ADGRB2	505.7	0.8	5.726e-05	-	NoDiff
PXMP2	110.9	-0.8	5.726e-05	-	NoDiff
EXTL2	907.7	0.4	5.888e-05	-	NoDiff
GPR150	22.3	-2.7	5.935e-05	-	treat_DW
RRAD	103.7	1.5	5.987e-05	-	treat_UP
MSANTD3	791.2	0.7	6.024e-05	-	NoDiff
UBIAD1	286.7	-0.7	6.033e-05	-	NoDiff
ATF3	363.1	-1.7	6.22e-05	-	treat_DW
INHBE	15.6	2.4	6.252e-05	-	treat_UP
GFPT2	1021.9	-1.3	6.325e-05	-	treat_DW
IGHMBP2	302.3	-1.1	6.398e-05	-	treat_DW
TMEM165	1874.8	-0.5	6.515e-05	-	NoDiff
TENM4	680.2	1.6	6.532e-05	-	treat_UP
SYDE2	203.7	-1.1	6.547e-05	-	treat_DW
B3GALT2	42.5	-2.8	6.558e-05	-	treat_DW
TYMP	196.3	-1.4	6.572e-05	-	treat_DW
MTOR	2078.6	-0.8	6.572e-05	-	NoDiff
RNF144B	159.5	-1.9	6.616e-05	-	treat_DW
MAPK7	1044.9	-0.8	6.886e-05	-	NoDiff
IGDCC4	361.6	2.2	6.929e-05	-	treat_UP
SPARC	31077.5	0.5	6.955e-05	-	NoDiff
AL163636.2	713.5	-0.8	7.035e-05	-	NoDiff
ROBO1	1786	1.2	7.04e-05	-	treat_UP
FST	2743.1	1.4	7.058e-05	-	treat_UP
KIAA1755	247.4	1.5	7.079e-05	-	treat_UP
CAP1	6886.5	-0.5	7.186e-05	-	NoDiff
ANK2	2006.3	1	7.424e-05	-	treat_UP
SH3BP2	409.2	0.8	7.43e-05	-	NoDiff
ZNF135	152.7	1.1	7.471e-05	-	treat_UP
TTC28	1986.7	0.8	7.517e-05	-	NoDiff
KANK1	1282.9	-1.2	7.534e-05	-	treat_DW
ZNF438	485.7	-0.7	7.642e-05	-	NoDiff
INPP5A	1387.3	-1.3	7.782e-05	-	treat_DW
ANKRD28	5179.8	-0.5	7.886e-05	-	NoDiff
CRLS1	397.7	-0.6	7.942e-05	-	NoDiff
SNAP47	517.4	0.4	7.994e-05	-	NoDiff
GRAMD4	564.7	1.1	8.222e-05	-	treat_UP
PXMP4	281.4	0.6	8.231e-05	-	NoDiff
SLC39A1	2223.6	-0.3	8.254e-05	-	NoDiff
KLF13	2083.2	-0.9	8.623e-05	-	NoDiff
ASMTL	737.4	-0.5	8.683e-05	-	NoDiff
CRIP2	802.7	-0.7	8.753e-05	-	NoDiff
SMTNL2	47.6	2.9	8.803e-05	-	treat_UP
WFDC1	265.2	-1.6	8.913e-05	-	treat_DW
TIA1	1353.6	0.6	9.204e-05	-	NoDiff
GPNMB	26410.1	0.3	9.204e-05	-	NoDiff
CMBL	582.8	0.9	9.308e-05	-	NoDiff
MFSD6	944.5	-1	9.348e-05	-	treat_DW
EVI2A	48.7	1.4	9.408e-05	-	treat_UP
HSPA6	12.9	2.6	9.514e-05	-	treat_UP
AC020978.9	92	-1.1	9.594e-05	-	treat_DW
RGCC	1116.1	-3.1	9.633e-05	-	treat_DW
PACSIN2	993.7	-0.5	9.793e-05	-	NoDiff
CDK2AP2	311.5	-0.9	9.793e-05	-	NoDiff
MRPS36	286.5	-0.5	9.863e-05	-	NoDiff
MSRB1	322.2	-0.6	9.863e-05	-	NoDiff
LIG1	174.1	1.4	9.867e-05	-	treat_UP
CORO2B	543.2	1.2	9.929e-05	-	treat_UP
HRH1	679.7	0.6	9.929e-05	-	NoDiff
TNIP1	2566.5	-0.6	0.0001021	-	NoDiff
RNF114	1569.3	0.5	0.0001061	-	NoDiff
IL17RA	921.9	-0.6	0.000107	-	NoDiff
RANBP9	2180	-0.7	0.0001077	-	NoDiff
AL590560.1	93.5	1.1	0.000108	-	treat_UP
SLC7A14	244.1	2	0.0001106	-	treat_UP
LMOD1	6802.2	-1.1	0.0001106	-	treat_DW
ACKR4	1432.9	1.4	0.0001116	-	treat_UP
CDON	401.1	1.5	0.0001121	-	treat_UP
PRR5L	105.2	-1.2	0.000113	-	treat_DW
AL391422.4	454.7	-0.7	0.000113	-	NoDiff
WIPI1	4698.7	-0.9	0.0001141	-	NoDiff
NVL	273.8	0.6	0.0001141	-	NoDiff
PCM1	2882.8	0.3	0.000116	-	NoDiff
NUCB2	1628.4	0.4	0.0001167	-	NoDiff
TUBB	12465.7	1.1	0.000117	-	treat_UP
FARP2	952.6	-0.6	0.0001197	-	NoDiff
SLC1A5	5405.5	-0.4	0.00012	-	NoDiff
BTG1	1421.7	-0.5	0.00012	-	NoDiff
RCOR2	43.1	1.3	0.00012	-	treat_UP
DIO2	668.9	-1.5	0.00012	-	treat_DW
AC092171.2	312.9	-0.5	0.0001201	-	NoDiff
ZSCAN31	75.7	2	0.0001211	-	treat_UP
PIK3R3	211.5	1.5	0.0001219	-	treat_UP
SLC14A1	51.3	3.4	0.0001219	-	treat_UP
CRLF3	246.6	-0.6	0.0001243	-	NoDiff
NAV3	657.7	-1.7	0.0001249	-	treat_DW
STX2	1113.7	-0.6	0.0001249	-	NoDiff
RAET1G	79.5	1	0.0001264	-	treat_UP
LRRC8D	528.5	0.6	0.0001345	-	NoDiff
KLHL23	216.5	-1.6	0.0001348	-	treat_DW
SARS	2829	0.5	0.0001365	-	NoDiff
C16orf74	68.5	0.9	0.0001382	-	NoDiff
PPIP5K1	309	1.1	0.0001391	-	treat_UP
ABL2	1184.3	-0.7	0.000141	-	NoDiff
FCHO2	874.1	-0.6	0.0001449	-	NoDiff
CAMK1D	325.5	0.7	0.0001486	-	NoDiff
AP000892.3	1056	-1.6	0.0001493	-	treat_DW
RMDN2	179.7	-0.7	0.0001498	-	NoDiff
TTC8	711.3	0.6	0.0001512	-	NoDiff
NIT2	698.1	-0.4	0.0001524	-	NoDiff
NUDCD2	483.6	-1	0.0001583	-	treat_DW
NBL1	11905.8	-0.7	0.0001594	-	NoDiff
ASAH2B	108.4	0.8	0.0001594	-	NoDiff
EPHB2	387.7	1.8	0.0001623	-	treat_UP
ACTN4	14057	-0.8	0.0001632	-	NoDiff
CLIC6	754.1	-1	0.0001783	-	treat_DW
TCP11L1	483.7	-0.4	0.0001783	-	NoDiff
FAM107A	161.1	-4.7	0.0001799	-	treat_DW
GDF7	305.9	-1.8	0.0001807	-	treat_DW
ATP10A	294	-1.4	0.0001817	-	treat_DW
TSPAN8	23.3	-3.9	0.0001857	-	treat_DW
PLEKHG4	234.4	1.2	0.000187	-	treat_UP
STRADB	1106.6	-0.8	0.0001874	-	NoDiff
NLN	526.8	-0.7	0.0001876	-	NoDiff
SSB	2441.3	-0.8	0.0001876	-	NoDiff
EGR3	53.8	2	0.0001876	-	treat_UP
CD82	2295.2	-1.2	0.0001878	-	treat_DW
EPHB4	1177.5	0.8	0.0001881	-	NoDiff
AC027237.4	51.5	-1.7	0.0001887	-	treat_DW
ADCY8	23.9	3.9	0.0001904	-	treat_UP
SPEN	1463.7	-0.7	0.0001928	-	NoDiff
AHDC1	592.6	0.5	0.0001932	-	NoDiff
MTSS1	1691.1	-1.9	0.000196	-	treat_DW
TMEM115	1316.4	-0.3	0.0001972	-	NoDiff
ACVRL1	852.3	-0.7	0.0002041	-	NoDiff
DDI2	600	-0.9	0.0002051	-	NoDiff
MBIP	327.5	0.5	0.0002057	-	NoDiff
HIF3A	227.8	-2.5	0.0002064	-	treat_DW
CEMIP2	940.2	-0.9	0.0002064	-	NoDiff
BMPER	554.1	1.5	0.0002065	-	treat_UP
SIDT2	1321.4	-0.7	0.0002106	-	NoDiff
ABCA10	149.5	1.4	0.0002107	-	treat_UP
UBALD1	319.2	-0.6	0.0002115	-	NoDiff
CNIH3	75.6	1.1	0.0002124	-	treat_UP
DLG4	494.9	0.4	0.0002129	-	NoDiff
PDGFC	1022.7	0.8	0.0002219	-	NoDiff
SESN2	829.8	0.9	0.000223	-	NoDiff
ARHGEF40	2014.5	0.8	0.0002273	-	NoDiff
BCL9	482.4	0.7	0.0002304	-	NoDiff
EBF1	873.3	-1	0.0002331	-	treat_DW
TMEM47	12661.3	-1.1	0.0002334	-	treat_DW
AC130371.2	74.4	1.1	0.0002386	-	treat_UP
CERS5	692.4	-0.4	0.0002402	-	NoDiff
PELI2	381.2	0.7	0.0002422	-	NoDiff
SUFU	731.9	0.4	0.0002429	-	NoDiff
SLC26A6	374	-0.8	0.0002434	-	NoDiff
TNFRSF11B	7711.2	1.5	0.0002436	-	treat_UP
C5orf51	1151.7	-0.4	0.0002452	-	NoDiff
ZNF589	183.2	0.5	0.0002469	-	NoDiff
VEGFA	1919.8	1	0.0002474	-	treat_UP
DHX37	367.1	-0.6	0.0002483	-	NoDiff
MAPK10	914.3	0.7	0.0002591	-	NoDiff
GDF5	448.3	1.2	0.0002591	-	treat_UP
MFSD10	1027.4	-0.5	0.0002617	-	NoDiff
AL049839.2	23.8	-4	0.0002629	-	treat_DW
CAVIN1	19458.2	-0.6	0.0002679	-	NoDiff
IFI44L	94.2	-1.4	0.0002695	-	treat_DW
PDP2	394.9	-0.6	0.000278	-	NoDiff
PRKG2	290.2	1.4	0.0002795	-	treat_UP
WDR36	1082.8	0.8	0.0002884	-	NoDiff
SYNRG	1002.6	0.5	0.0002886	-	NoDiff
DGKH	479.4	-0.8	0.0002897	-	NoDiff
PXYLP1	377	0.8	0.0002926	-	NoDiff
ADI1	1549.8	-0.6	0.0002937	-	NoDiff
MAPRE3	308.6	0.7	0.0002938	-	NoDiff
ZHX2	826.9	0.6	0.0002939	-	NoDiff
SLITRK6	48.2	3.2	0.0003024	-	treat_UP
BDH1	66.1	-1.1	0.0003045	-	treat_DW
SSR3	2918.3	-0.3	0.0003123	-	NoDiff
DLG3	389	0.8	0.0003124	-	NoDiff
PALLD	22729.7	-0.8	0.0003124	-	NoDiff
GPD1L	246.2	-0.9	0.0003124	-	NoDiff
TMEM143	138.9	0.7	0.000318	-	NoDiff
HSD17B6	166.6	2.2	0.0003204	-	treat_UP
PRXL2C	888.6	-0.8	0.0003204	-	NoDiff
ZFP36L2	8041.4	-0.6	0.0003206	-	NoDiff
RTL3	67.7	-3	0.0003206	-	treat_DW
GPN3	241.6	-0.7	0.0003214	-	NoDiff
IFIT1	262.9	1.5	0.0003216	-	treat_UP
ZSCAN23	54.3	1.2	0.0003219	-	treat_UP
FAM180A	1341.3	-0.8	0.0003267	-	NoDiff
TBRG4	562.7	-0.5	0.0003297	-	NoDiff
SECTM1	634.6	0.7	0.00033	-	NoDiff
TNIK	771.4	1.1	0.0003506	-	treat_UP
ZNF10	180.3	0.8	0.0003557	-	NoDiff
IFI44	197.9	1	0.0003569	-	treat_UP
TGFB1I1	1825.5	-0.6	0.000358	-	NoDiff
PITPNC1	191.1	-0.9	0.0003712	-	NoDiff
LINC01503	96.6	0.9	0.0003739	-	NoDiff
RXFP1	35.9	2	0.0003756	-	treat_UP
CTSC	4158.3	-1	0.0003786	-	treat_DW
MDM2	2988.4	0.6	0.0003853	-	NoDiff
EFCAB7	172.1	0.8	0.0003887	-	NoDiff
SPTA1	9.7	3.3	0.0003888	-	treat_UP
HDAC7	3114.5	-0.6	0.000392	-	NoDiff
NFE2	11.9	2.5	0.0003933	-	treat_UP
LAMA3	1256.4	-1.2	0.0003958	-	treat_DW
LSP1	15.2	4.2	0.0004129	-	treat_UP
FAT4	2979.7	-0.5	0.0004129	-	NoDiff
DOCK5	1142.5	-0.7	0.000415	-	NoDiff
XPOT	3434.5	0.4	0.0004225	-	NoDiff
LAMC2	71.9	-0.9	0.0004298	-	NoDiff
FAM20C	1906.2	-1	0.000432	-	treat_DW
LFNG	15.8	2.7	0.0004322	-	treat_UP
CNTNAP1	1858.6	0.6	0.0004386	-	NoDiff
MAP1LC3A	464	-0.5	0.0004388	-	NoDiff
PSAT1	720.3	1.2	0.0004388	-	treat_UP
RHOBTB3	15265.4	-1	0.0004408	-	treat_DW
SUSD6	840.8	-0.6	0.0004437	-	NoDiff
AC007325.4	12.7	-5	0.0004451	-	treat_DW
VCL	16858	-0.8	0.0004487	-	NoDiff
MEIS3	882.7	-0.6	0.0004545	-	NoDiff
STIM2	1130.9	0.9	0.0004545	-	NoDiff
FOXN2	297.9	-1	0.0004548	-	treat_DW
ROCK1	2662.8	-0.5	0.0004552	-	NoDiff
LZTS1	68.7	1	0.000457	-	treat_UP
ARHGAP29	4555.5	-1.2	0.000457	-	treat_DW
PINK1	3308.9	-0.4	0.0004731	-	NoDiff
HS2ST1	2084.7	-0.9	0.0004814	-	NoDiff
AP5B1	353.3	-0.7	0.0004817	-	NoDiff
STARD13	1019.3	-0.7	0.000483	-	NoDiff
ANKRD27	544.7	-0.4	0.0004876	-	NoDiff
CELF2	5621.2	-0.8	0.00049	-	NoDiff
ANKRD40	1189	-0.3	0.0004907	-	NoDiff
SPTBN4	179.9	1.3	0.0004941	-	treat_UP
CILP	849.3	-1.4	0.0004985	-	treat_DW
JADE3	226.9	0.8	0.0004988	-	NoDiff
OSBPL3	1121.4	1.1	0.0004998	-	treat_UP
SRI	1461.8	-0.4	0.0004998	-	NoDiff
DDAH1	3052.9	-1.3	0.0005035	-	treat_DW
AC130304.1	207.1	-1.6	0.0005055	-	treat_DW
VDAC2	2161.3	-0.5	0.0005139	-	NoDiff
IL34	51.8	2	0.0005208	-	treat_UP
CITED4	54.3	-1.5	0.0005264	-	treat_DW
SH3YL1	457.5	0.5	0.0005452	-	NoDiff
RRAS	2008.3	-0.5	0.0005457	-	NoDiff
PM20D2	415.3	-0.6	0.0005548	-	NoDiff
SSBP2	742.7	0.5	0.0005718	-	NoDiff
STX11	21.4	-2.5	0.0005731	-	treat_DW
BAG3	1171.7	-0.4	0.0005731	-	NoDiff
COL5A2	15890.5	-0.3	0.0005731	-	NoDiff
NEIL3	47.7	1.3	0.0005833	-	treat_UP
SORBS1	44.3	-1.7	0.0005894	-	treat_DW
UQCRC1	1794	-0.4	0.0005924	-	NoDiff
AKAP7	101.3	-0.8	0.0006012	-	NoDiff
COX11	892.3	-0.9	0.0006012	-	NoDiff
FLOT2	1989.2	-0.5	0.0006021	-	NoDiff
GSR	1094.1	-0.6	0.0006109	-	NoDiff
EDA	79.8	-1.3	0.0006183	-	treat_DW
DSTN	15878.9	-0.9	0.0006272	-	NoDiff
NFKBIA	562.7	-0.8	0.0006331	-	NoDiff
PCOLCE	8621.7	0.6	0.0006356	-	NoDiff
CCDC102B	77.2	1.4	0.0006356	-	treat_UP
ANGPTL7	258	-5.8	0.0006433	-	treat_DW
CIC	2025.4	0.4	0.0006489	-	NoDiff
MMP15	165.6	-1.2	0.0006608	-	treat_DW
MAN1A1	5724.5	-0.8	0.0006672	-	NoDiff
FLNA	72503.9	-0.6	0.0006728	-	NoDiff
TMEM217	48.9	1.6	0.0006733	-	treat_UP
CCNA2	191.1	-1	0.0006736	-	treat_DW
CKMT2-AS1	91.8	1	0.0006805	-	treat_UP
LDB1	2031	0.5	0.0006951	-	NoDiff
AKAP13	2888.9	-0.6	0.0006997	-	NoDiff
RASD2	34.5	1.9	0.0007045	-	treat_UP
MT1L	80	-0.9	0.000705	-	NoDiff
ALG2	794.9	-0.4	0.0007154	-	NoDiff
MAST4	822.7	0.5	0.0007221	-	NoDiff
ABCB9	65.6	0.9	0.0007286	-	NoDiff
XYLB	77.2	1.2	0.0007295	-	treat_UP
TLE1	1085.2	-0.9	0.0007338	-	NoDiff
LRRC4	20.3	2.2	0.0007349	-	treat_UP
RABGEF1	1198.5	-0.4	0.0007349	-	NoDiff
PLCXD3	25.9	-3.2	0.0007349	-	treat_DW
IARS	2980.2	0.6	0.0007349	-	NoDiff
MAP1A	7052	0.7	0.0007395	-	NoDiff
GIT2	2607.6	-0.5	0.0007412	-	NoDiff
WASF1	631.7	-0.6	0.0007468	-	NoDiff
SLC22A18	232.5	-0.6	0.0007493	-	NoDiff
COL1A2	205068	0.4	0.0007519	-	NoDiff
BLNK	25.2	2.8	0.0007525	-	treat_UP
HMMR	38.3	-1.3	0.0007537	-	treat_DW
CDK4	1912.9	0.7	0.0007546	-	NoDiff
CDKN1A	7965.6	0.9	0.0007605	-	NoDiff
H2AFJ	680.8	-0.7	0.0007851	-	NoDiff
AC112206.2	8.6	-5.1	0.0007914	-	treat_DW
RFTN2	255.4	0.8	0.0008042	-	NoDiff
CRIM1	11597.2	-1	0.0008248	-	treat_DW
SHLD2	418.5	-0.4	0.0008275	-	NoDiff
FURIN	2466.4	-0.5	0.0008305	-	NoDiff
ATP6V0D1	1469.4	0.3	0.0008333	-	NoDiff
MEX3B	188.1	1.6	0.0008333	-	treat_UP
GNB2	2584.9	-0.4	0.000855	-	NoDiff
SLC35F5	1704.7	-0.6	0.0008612	-	NoDiff
IKZF4	241.5	0.6	0.000864	-	NoDiff
RGS10	401.2	0.6	0.000864	-	NoDiff
SLC36A1	778.9	-0.7	0.0008649	-	NoDiff
NAP1L1	12155.4	-0.4	0.0008707	-	NoDiff
BCAT2	490.1	-0.7	0.0008851	-	NoDiff
DMXL2	711.5	0.4	0.0008887	-	NoDiff
AARS	2918.9	0.5	0.0009028	-	NoDiff
UBALD2	376.2	-0.8	0.0009145	-	NoDiff
SLC25A29	435.6	0.6	0.0009147	-	NoDiff
PHIP	1598	0.4	0.0009299	-	NoDiff
RHNO1	355	0.7	0.0009299	-	NoDiff
CALM1	4064.7	-0.3	0.0009299	-	NoDiff
LRCH1	512.5	0.5	0.0009388	-	NoDiff
CPT1A	2285.8	-0.7	0.0009389	-	NoDiff
BATF3	43.1	-2	0.0009406	-	treat_DW
TMPO	526.9	0.6	0.0009411	-	NoDiff
EFR3B	22.4	1.8	0.0009445	-	treat_UP
P2RY14	21.5	-1.6	0.0009574	-	treat_DW
RBM43	752.2	0.6	0.0009583	-	NoDiff
ACOT12	21.5	1.7	0.0009601	-	treat_UP
PKNOX2	17.3	2.4	0.0009624	-	treat_UP
LINC02593	26.5	1.8	0.0009654	-	treat_UP
AC093627.4	53.7	-1.3	0.001036	-	treat_DW
PLPP1	1745.1	0.8	0.001058	-	NoDiff
CPA4	162.8	2.2	0.001064	-	treat_UP
AC240274.1	848.6	0.8	0.001064	-	NoDiff
AL355102.2	47.5	1.5	0.001067	-	treat_UP
CLDND1	1011.9	-0.4	0.001073	-	NoDiff
LOXL1-AS1	211.7	0.6	0.001073	-	NoDiff
GTF2E2	542.1	-0.3	0.001078	-	NoDiff
PTPN9	1115.6	-0.4	0.001082	-	NoDiff
INSYN2A	50.8	-2.4	0.001087	-	treat_DW
AL139260.3	24.9	-4.7	0.00109	-	treat_DW
EPHB6	2306.6	-1.4	0.001091	-	treat_DW
WTIP	620.8	-0.8	0.001091	-	NoDiff
ADAP1	26.6	-2.3	0.001114	-	treat_DW
CLSTN1	6778.4	-0.3	0.001116	-	NoDiff
IL12A	39.9	2	0.001119	-	treat_UP
SPCS3	3686.2	-0.7	0.001133	-	NoDiff
PRUNE2	5520	-0.7	0.001136	-	NoDiff
DPP9	1545.8	-0.5	0.001138	-	NoDiff
SERPINB8	397.6	-0.5	0.00115	-	NoDiff
NPC1	979.2	-0.7	0.001163	-	NoDiff
CAMK2A	23.6	1.5	0.001172	-	treat_UP
CH25H	38.2	1.5	0.001192	-	treat_UP
SLC20A1	690.5	0.5	0.001204	-	NoDiff
ETV5	519.3	-0.7	0.001208	-	NoDiff
PMS1	464.3	-0.5	0.001212	-	NoDiff
RALY	2021.6	0.4	0.001212	-	NoDiff
DNAJC22	55.2	1.1	0.001234	-	treat_UP
ARSI	206.9	1.8	0.001236	-	treat_UP
RMC1	378.2	-0.6	0.001282	-	NoDiff
FRZB	89.9	-1.7	0.001282	-	treat_DW
ZC3H7A	1464.9	-0.5	0.001291	-	NoDiff
FAM167A	88.7	-1	0.001291	-	treat_DW
AL669918.1	9.6	6.6	0.001291	-	treat_UP
ATG9A	1945.5	-0.3	0.001292	-	NoDiff
ACTA2	5581.4	-1	0.00131	-	treat_DW
